,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,0.232979883906476,0.06079075162799222,-0.09137185681576822,0.026649862767194638,-3.547374760924209e-05,0.08681745206136086,-0.08774923539210527,-0.00045726951505381216,0.1832128671058844,-0.07285974093618255,0.14783018063039785,-0.03240336525085336,0.001,0.014117557560768683,0.04622129426178296,0.001,0.2398534346420992,0.001,0.03748166037987381,0.23046453741503758,0.09134751790435418,-0.15609361721886889,-0.12983264143660675,-0.03236519320079411,0.07861564154288055,0.02943425376345536,0.047294096828899186,-0.008697033053594965,0.008633302457643082,-0.015621361464595583,-0.05940010837882741,0.30197400889503956,-0.036271149711445794,0.03407475406710149,-0.12720209889930306,0.14121760347473603,-0.07044652076661358,0.001,0.32058130248758077,-0.03649871947504513,-0.0067923799481868444,-0.04272085673195865,-0.12873749122527617,0.08682168160811653,0.06903593680859807,0.04603267811625848,-0.049776430495956245,-0.02715892423237315,0.07963651790424213,-0.04806008596210019,-0.0024159749774163406,0.0796565546234553,0.18338681861441108,0.06709965050790223
1,0.0706931492644209,-0.023458399727754008,-0.04999462186794938,0.05868323851399352,0.06714325591434372,0.050029458706879956,-0.01964516739145528,-0.0360972766463738,-0.07385821171358954,-0.005601466361370212,-0.02189652492530632,-0.03143459593821548,0.001,0.027900059640474928,-0.031096304507388678,0.001,-0.07563191989526394,0.001,-0.08404397848827215,-0.03840603093107562,-0.026862476895190952,0.031064358240353113,-0.03143458963378195,0.06425524058285048,-0.011780498816073594,-0.032107181866427956,-0.023288617082936655,0.013951706053315098,0.0309091472826778,0.06877147649435049,0.02687881095508526,-0.07952646839388114,0.019137048704860417,0.07509951605324534,0.035291191742094274,-0.03806233786495904,-0.020229068228712413,0.001,-0.04459457231507071,-0.008171278649403937,-0.02189652705613339,-0.05486263161253871,0.10367106702762971,-0.015153311327131578,0.2039233543409756,-0.0055482442926405775,-0.0916567010806327,-0.0066404725686728516,0.01350741229001272,0.05555966128331568,0.17514437277260578,-0.01974445883705757,0.01609350264736902,-0.052322285771720434
2,-0.16755391545519238,-0.020175522324498027,0.3245240692908919,0.03094093071819125,0.05055722299832473,-0.03892239067973478,0.14533086157310005,0.02078624511508461,0.05714965278426322,0.06252513958706804,-0.12942422603487339,0.03983305392565271,0.001,-0.024300903220455743,0.12723563357332757,0.001,-0.190964607989136,0.001,-0.014112945201751019,0.004490163469715814,0.039211587814943265,0.11892037658876366,0.05092184061645705,-0.010780122890823127,0.08623074482234687,-0.12415037110524633,0.04826600764505342,-0.09456977398963164,-0.07557682846237955,-0.11555414326601758,0.006305525717473402,-0.023861647170639,0.016526017412549894,-0.06600487642068074,-0.015590803173638352,0.01906058661331278,0.15962182669472988,0.001,-0.17776795445162968,-0.0676296298835989,0.002363065728770545,-0.01508204575911839,0.10360030591128544,-0.056915278448029426,-0.14195325361041716,-0.0672769553359397,0.051424695624487524,0.02548246741027857,0.13211596596940056,-0.004161933278406848,-0.11011087156044402,-0.08556398184593828,-0.11023083314830201,-0.165799848191201
3,0.03146983769648541,0.09332339535727842,-0.07511186202297351,0.005492413433329967,-0.10255716637930506,0.1431001540377107,-0.05985930159973094,0.00968308576235563,0.31995426153510603,0.005569974986027365,0.2920927047535973,-0.01997944497391161,0.001,0.024783351090203642,-0.14443408590113777,0.001,0.04227752744380733,0.001,0.01298458157872145,0.05679776142356171,-0.022111868681990946,-0.07218989692942457,-0.09578195716320338,-0.024386320873967658,0.1671128454605053,0.03251475024031234,0.24728681813176112,0.04935659141904991,0.046173914747252284,0.10023212151226159,0.022860146370155262,0.08294937540311191,0.017537247811856265,0.11076991926308567,0.050296723211716354,0.17207351843573576,-0.061638461615283295,0.001,0.37175691726419635,0.04532728161227467,-0.017777736110069896,0.0908039241381923,0.03588047758654078,5.580945437397577e-05,0.2762784505038377,0.010760715642991175,-0.03284611348477597,-0.07150573766874158,0.167916320964369,-0.06448768975508544,0.12725267348446223,0.018997287926363172,0.11023707262944114,0.14585966300749922
4,-0.02089940581016045,-0.0002617907479301117,0.14069407440323012,0.05623695496348945,0.026110877071524367,0.019288187178362528,0.04128631583930797,0.041161542043498096,0.10863791250530087,-0.023052623395967895,0.06671766000006756,0.03407170846852929,0.001,0.06664915686494415,0.10055145465431807,0.001,-0.012946457769787546,0.001,0.0024120730483803542,0.04232921289829854,0.08071845469128763,0.09132056591798833,0.06378536180623791,0.03024763799954469,0.09590525007789401,-0.006068538151547506,0.16070902721059396,-0.02033691844694607,0.013384089213450232,0.15224323178552096,0.01716644591758407,0.035940893973359006,-0.0005286232418484096,0.06213805558918655,0.07144957571950265,0.017550217913207964,-0.015217315607957816,0.001,0.09614598390410938,-0.014432080431720958,0.009641616584501234,0.0019126569172739484,0.03438873709108911,-8.89840203168049e-05,0.07539175616528179,0.08483841705897822,-0.047574455839368916,-0.0352840443403222,0.13307008106234874,-0.0317754014202722,-0.02842671588748456,-0.005378497327315319,0.049426539295869085,-0.04631884948172889
5,-0.07764789029477934,-0.01390586126113012,0.0530658385772469,-0.02329829014830115,0.012061524108384916,-0.004860252145315696,-0.015815968893331048,0.03153641662579544,0.025016616472530232,0.05112774924534129,-0.08295332846198214,0.04996898035502344,0.001,0.08257271143522052,0.06193725563136445,0.001,-0.0765131703747791,0.001,-0.0464531309763627,0.07662427710601315,-0.028657797077761688,0.10555271526215917,0.031386808566033354,0.034516391019972774,-0.04887497744178161,-0.01967264638779752,0.15540412332571676,-0.007762397453427444,-0.07024113647445215,0.009508365448499114,0.015203727250102517,0.03182343408604149,-0.01620503548406085,0.03386029252466736,-0.009014324576757885,-0.020584322172094664,-0.0032949616870515527,0.001,0.010941005291984168,0.02328996813399719,0.00914370341045034,-0.032229464913390855,0.15811654099358025,-0.018204885340129554,-0.08255480427920309,-0.015466157272522573,0.019769886487639193,0.04516723066400008,0.03548337634927398,-0.008406205613725596,0.03301512871116131,-0.0423003584759107,-0.024571799669056673,-0.021421960809808776
6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
7,0.0023901430037501204,-0.03843906224280295,0.04405883918617064,-0.049156158942208455,-0.023998543725808865,0.03841036838826722,-0.04314884963966,0.10395886416474319,0.13155682056828202,-0.08774501186145413,0.2544486987342766,0.02751066891154561,0.001,-0.031242441737182918,0.18635536738138053,0.001,0.06246789265289513,0.001,0.041111056901130004,-0.04605338295822063,0.06711554070807368,0.07651606937635975,0.011412759868525739,0.061766564078206534,0.005264560947052739,0.0503868181048219,0.2171758399877632,0.033178512515871596,0.02455679361990754,0.13443800967790592,0.11544172186166422,0.09584563939601179,-0.0455841528296283,0.0710137334470132,0.15224719941585985,0.06602097140094923,-0.0458582026441538,0.001,0.22282253044375236,-0.027613430924375328,-0.0038554230399387383,-0.0649545118811076,0.06365977619103014,0.04323973646918849,0.08849092564511689,0.07121985605659137,-0.07492322599590943,-0.06286818891288201,0.014617258866383974,-0.03382733619433776,-0.05364967475029651,-0.026153802537622797,0.1585667963432893,0.019400579182635713
8,0.3428128612259524,0.11290878038076295,-0.047899780207231256,-0.02303097201664323,-0.014268688571536806,-0.028115437954082074,0.08305491668684456,0.010503830498510454,0.3087038148422039,0.02679192161310496,0.09676500755435848,0.021664928742459545,0.001,0.04424390506086025,0.20537491915818173,0.001,0.18292072011202676,0.001,0.19665102515463972,-0.09546159737324279,0.25337679551025394,0.01722609273536876,0.07663099682466748,0.18695363729826558,-0.0354236544004857,-0.1235672544269288,0.06843036121056398,0.17095521924904308,0.17684219884846059,0.053156714715552965,0.12618157933267946,0.27451007579769565,0.15886528534219369,0.20647943972410848,0.029221187733013684,0.09046712052665001,0.043648486124951286,0.001,0.12332453241131419,0.07199774868598192,0.02641410977850877,0.09901593392740857,0.14234779701725453,0.05498332671202477,0.13016669260377217,0.15175328245453676,0.08408505139107626,-0.13993433130250293,0.2014527872721861,0.1702066668010716,-0.0319677711076137,-0.03230774485973763,0.27158426630932064,0.06502173724986503
9,-0.013503439879313937,0.07564326210990405,-0.07228879014826407,0.10084887240147135,0.10252128894286631,0.0028467927189998305,0.2949855306300406,0.04883889727779582,0.1474217212700423,0.129349887185197,0.084657428534055,-0.00247450769821684,0.001,-0.1520489097563941,0.15062544192290864,0.001,0.12816216114685414,0.001,0.15076566645349818,0.07469071687073514,0.011644754018546536,-0.012744388143685581,-0.019939165454476875,-0.13174731251640776,0.1030754536819079,0.03128417411363331,0.07006304362740899,-0.11673550756331921,0.1393404898737008,0.24939646842269053,-0.03692704841237131,0.0860863914608574,-0.08841480057588462,-0.02289947117165811,0.1577228350927558,0.13286408320670315,0.10069509196489414,0.001,0.16000710849278485,0.015804088774307123,-0.023145323072660682,0.0875666730351022,-0.11760191641036168,0.014023186218235067,0.0008976294114461964,-0.055116001691814555,-0.11828965115406342,-0.03552565341105985,-0.1085722463768997,-0.0040461692099400285,0.08874609178252556,0.0021112198882876068,0.19808545271097686,-0.028093266649095883
