week,ajb9b3.csv,ajdqnf.csv,amsh7c.csv,anfz9.csv,bay6g7.csv,bpc42.csv,cjdk88.csv,ctkbn4.csv,dlokv6.csv,dsdxd8.csv,dtqb7d.csv,elnfhc.csv,habc8.csv,hemmb2.csv,hmnhx4.csv,hnldm2.csv,jac345.csv,jahq76.csv,jdf5g4.csv,jfk535.csv,jhgn9c.csv,jkn7fc.csv,jlgwxc.csv,jlkm94.csv,jmd5h8.csv,jrrgxf.csv,kab5zb.csv,kah89f.csv,kdcncc.csv,kedgm9.csv,krh5f5.csv,mdvw5.csv,mjpg95.csv,mmg9n6.csv,ms8m4.csv,mtf7w2.csv,mwwcn6.csv,ngtp8b.csv,nhm2p3.csv,njd5zf.csv,nm8c7.csv,oro26b.csv,pecxc9.csv,pnb79.csv,pt7td.csv,rrg3md.csv,tah5z2.csv,tcdzb7.csv,tjdpzd.csv,tlgdq9.csv,vvmmvd.csv,wahbf.csv,wgocnc.csv,zws2p8.csv
week1,0.001,0.001,1476.2888707037646,0.001,39.01055518617022,4671.689313290875,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1239.9749373433585,0.001,73.72795352743563,0.001,0.001,10.106382978723405,0.001,20.57983756786948,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1667.7564608282087,11.455278592375365,166.66666666666666,4840.781664371685,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4033.110119047619,0.001,0.001,0.001,0.001,0.001,0.001,0.001,13364.583333333336,0.001,79.78723404255321
week1,0.001,0.001,0.001,0.001,39.22872340425532,1759.3327648722745,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1065.2901785714287,0.001,83.52726063829789,0.001,0.001,0.001,0.001,15.184859154929578,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,34250.835022082145,14.27469135802469,0.001,4575.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5689.453125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,10378.30528846154,0.001,0.001
week1,0.001,0.001,1424.7351317663815,0.001,0.001,0.001,0.001,15.078671328671328,0.001,0.001,0.001,0.001,0.001,2078.6300505050503,0.001,71.95135887632979,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8989.231742649712,0.001,10382.8125,7116.174768518518,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6306.585457381512,0.001,0.001
week1,0.001,0.001,2078.512286324786,0.001,0.001,4646.697509988881,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2393.175054112555,0.001,81.40791223404256,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3009.259259259259,0.001,0.001,8415.088848039217,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3818.627450980392,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1317.5635915409907,0.001,79.78723404255321
week1,0.001,0.001,4890.625,0.001,0.001,2848.678915462492,0.001,15.845070422535212,0.001,0.001,0.001,0.001,0.001,863.266369047619,0.001,67.71154115341545,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16.843971631205672,0.001,48107.32886904762,0.001,0.001,0.001,0.001,0.001,4758.003472222223,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4235.677083333333,0.001,0.001,0.001,0.001,0.001,0.001,0.001,27.14821939223047,0.001,77.41988145469159
week1,0.001,0.001,28339.432207179012,0.001,276.3495299545993,6635.010653409091,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1455.5059523809525,0.001,71.65480259269627,0.001,0.001,1833.4388345534967,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9595.89440085852,0.001,0.001,1063.2905082079212,0.001,0.001,1402.9017857142858,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3562.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1940.0998059480207,0.001,79.78723404255321
week1,0.001,0.001,4408.653846153847,0.001,323.6382952013485,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,218.75,0.001,83.33666344567666,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3431.447652421343,0.001,0.001,635.6643592492695,0.001,7125.0,1915.178571428572,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,9.09090909090909,0.001,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,0.001,0.001,0.001,6799.784958964648,0.001,0.001,0.001,0.001,0.001,0.001,0.001,913.4432164634146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16.843971631205672,0.001,0.001,0.001,86.26952000425597,24.06442464806436,0.001,749.3609109535807,0.001,7125.0,42839.192708333336,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,10174.464911115016,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,0.001,0.001,0.001,6780.369543650793,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2130.31994047619,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,15.957446808510635,0.001,127.74578950684008,0.001,0.001,602.005627573358,18.56617647058824,791.6666666666665,3592.502170138889,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3773.575545011588,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,79.78723404255321
week1,0.001,0.001,0.001,0.001,0.001,6292.534722222223,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1642.1486801242236,0.001,0.001,0.001,0.001,10.120779535673153,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90.48925494868037,33.333333333333336,0.001,228.9596850668401,0.001,43958.333333333336,3294.642857142857,0.001,0.001,0.001,0.001,47.39010989010989,0.001,0.001,0.001,0.001,45056.57834840813,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,4890.625,0.001,0.001,2656.799363830614,0.001,0.001,0.001,12.392241379310345,0.001,0.001,0.001,218.75,0.001,0.001,0.001,0.001,10.106382978723405,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,27314.41667820709,0.001,0.001,48365.674039502155,0.001,0.001,0.001,0.001,0.001,0.001,15.845070422535212,0.001,0.001,118957.05130143053,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,2085.2163461538466,0.001,0.001,5885.523997673782,0.001,0.001,0.001,25.13586956521739,0.001,0.001,0.001,1173.644649621212,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2821.048699015472,0.001,0.001,0.001,0.001,0.001,0.001,20.36248103253123,0.001,0.001,43533.36588541666,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,199531.4492099591,0.001,0.001,0.001,0.001,2375.0,0.001,0.001,0.001,0.001,80.64516129032258
week1,0.001,0.001,3130.859375,0.001,0.001,4240.036784208197,0.001,0.001,0.001,0.001,0.001,0.001,0.001,725.6527326839827,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,18900.16547009171,0.001,0.001,0.001,0.001,25.53763440860215,0.001,800.8834699221684,0.001,0.001,731.8978812544266,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,55188.945839473294,0.001,0.001,0.001,0.001,1343.75,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,14075.188617205476,0.001,0.001,11.081231454005932,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11.556952662721894,0.001,0.001,0.001,11.488970588235295,0.001,0.001,1821.470238907074,0.001,0.001,0.001,0.001,0.001,0.001,3859.9018449996665,0.001,0.001,10649.83664172366,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,33325.94857725839,0.001,0.001,0.001,0.001,2050.0,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,7930.362241010413,0.001,3871.540970759721,2654.248962842713,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1288.3184523809525,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3562.5,0.001,0.001,10.195035460992909,0.001,0.001,0.001,53.19365939449595,0.001,0.001,35421.3641826923,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,11722.184621783224,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66.82180851063829
week1,0.001,0.001,20847.249738090777,0.001,83.81835467772969,2907.28125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,672.6753048780488,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,63.48046075235362,0.001,0.001,421.875,0.001,0.001,0.001,0.001,79.03386935645,0.001,0.001,0.001,0.001,16895.822725114744,0.001,0.001,20269.880761889337,0.001,0.001,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,21626.799733736,0.001,0.001,6475.766782407409,0.001,0.001,0.001,0.001,0.001,0.001,0.001,281.25,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,221.5909090909091,0.001,0.001,0.001,0.001,0.001,0.001,196.5051527078405,0.001,7885.821601256655,12534.011185865806,9.214743589743591,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1830.855280566348,0.001,0.001,58.18858045212766,16.07142857142857,0.001,0.001,0.001,0.001,0.001,66.11842105263158
week1,0.001,0.001,11665.104166666664,0.001,197.53237862833492,158.85871038278768,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26284.206951194785,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,389.09744180223487,0.001,17346.649152042217,25822.72827004129,0.001,0.001,34.21431737588652,0.001,15.957446808510635,0.001,0.001,0.001,0.001,4253.90625,0.001,0.001,2588.4610469827585,0.001,0.001,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,4890.625,0.001,0.001,3421.04213950819,0.001,0.001,0.001,0.001,0.001,0.001,0.001,37598.95285678373,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3243.098958333333,0.001,0.001,0.001,0.001,0.001,0.001,15946.732954545452,0.001,3029.4446378913867,36058.731897853686,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4128.90625,0.001,4266.573302844148,653.125,0.001,76439.52260589374,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,0.001,0.001,0.001,9494.984706616948,0.001,0.001,0.001,0.001,0.001,0.001,0.001,667.7546195938103,0.001,0.001,2816.766402590128,0.001,0.001,0.001,44.80652527527528,0.001,635.4166666666666,1830.0189393939402,0.001,29.668367346938773,0.001,0.001,0.001,0.001,0.001,0.001,3562.5,3430.608480962988,359.375,0.001,29.336734693877553,0.001,32.543103448275865,0.001,0.001,0.001,0.001,4629.8828125,0.001,3179.1255663660854,0.001,29.94791666666667,482.2198275862069,0.001,0.001,0.001,0.001,66.82180851063829
week1,7125.0,0.001,221.5909090909091,0.001,0.001,10625.291410444577,0.001,0.001,0.001,0.001,0.001,0.001,0.001,698.3666775103013,0.001,0.001,4176.1405365613955,0.001,0.001,0.001,0.001,0.001,0.001,1226.4585064169294,54.464285714285715,33.333333333333336,15.845070422535212,0.001,0.001,0.001,6923.661800477625,0.001,0.001,3512.2459541843596,76.93365102639297,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3266.2349553551894,0.001,3830.9916027022414,0.001,56.066176470588246,59.5703125,0.001,0.001,2654.7580400997044,0.001,0.001
week1,7061.967268892035,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2421.4743589743593,0.001,0.001,11127.689463963203,0.001,3367.5163034491216,0.001,52.95138888888889,0.001,0.001,5784.576572289054,0.001,0.001,56.066176470588246,0.001,0.001,0.001,0.001,0.001,0.001,14059.571536502275,7.728494623655914,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,31066.08495670996,0.001,57.987336189516135,0.001,0.001,0.001,0.001,0.001,1931.4988725134533,0.001,0.001
week1,5343.75,0.001,0.001,0.001,0.001,188.62513354700852,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38.56382978723404,0.001,54.464285714285715,506.30013368983964,0.001,65.70671255732263,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,499.1875470402688,0.001,2458.235104193236,635.4166666666666,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3895.833333333334,0.001,5937.5,0.001,0.001,72048.07578341475,0.001,0.001,1885.0336893709741,0.001,66.82180851063829
week1,52.95138888888889,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,48.87820512820514,0.001,48.87820512820514,0.001,0.001,793.7281002195361,0.001,5269.0515350877195,0.001,0.001,0.001,0.001,0.001,11.388483965014574,16.18705035971223,0.001,0.001,0.001,0.001,59.5703125,744.9147266227632,0.001,7714.729357652151,55.28846153846153,0.001,0.001,0.001,5496.323529411765,0.001,0.001,0.001,0.001,908.8879831067329,0.001,52.95138888888889,0.001,7125.0,4754.6071462907175,0.001,0.001,0.001,0.001,11.432926829268293
week1,593.75,0.001,0.001,0.001,0.001,3477.5114304377908,0.001,0.001,0.001,0.001,0.001,0.001,0.001,834.375,0.001,0.001,1307.8035065542585,0.001,21.95581896551724,0.001,0.001,0.001,0.001,4476.5625,0.001,0.001,51.520270270270274,0.001,0.001,0.001,0.001,357.20158926504587,0.001,7304.97685185185,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5024.2908936823405,0.001,6400.249255952379,0.001,0.001,17496.557511351544,0.001,0.001,10022.709902094668,0.001,7968.489583333332
week1,7125.0,0.001,0.001,0.001,0.001,6242.173363907074,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1162.6157407407404,0.001,95.31144843765732,0.001,0.001,0.001,15.184859154929578,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6798.340508005456,0.001,4828.776041666667,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1419.916973540644,0.001,0.001,0.001,7125.0,22322.404992904332,0.001,0.001,15224.670801885037,0.001,5424.606926673264
week1,3588.975694444445,0.001,0.001,0.001,0.001,1475.2072704081634,0.001,0.001,0.001,7194.1662101239735,0.001,61.49193548387096,0.001,9512.090773809525,0.001,0.001,48.87820512820514,0.001,10.14957264957265,0.001,43.19718567251462,0.001,0.001,51.520270270270274,0.001,35372.1975122575,0.001,0.001,0.001,0.001,0.001,7175.410283094694,0.001,286.98575949367086,3.7048969072164954,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2525.430708475921,0.001,2119.7997410022463,0.001,57.76515151515152,18694.599507234176,0.001,0.001,0.001,0.001,28013.357037017
week1,67805.60325091575,0.001,0.001,0.001,1906.25,57.76515151515152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1040.5427631578948,0.001,0.001,1973.9552508054223,0.001,0.001,0.001,44302.822815215965,0.001,0.001,56.066176470588246,0.001,138143.10390907901,0.001,0.001,0.001,51.520270270270274,50.16447368421053,858.0425095733784,0.001,57458.793979501315,0.001,0.001,52.95138888888889,0.001,0.001,0.001,0.001,0.001,0.001,1577.6278572455435,0.001,942.4370659722223,0.001,56.066176470588246,50.16447368421053,0.001,0.001,0.001,56.066176470588246,47263.40457356426
week1,1213.2601351351352,0.001,0.001,0.001,0.001,2258.738691125659,0.001,0.001,0.001,54.464285714285715,0.001,0.001,0.001,0.001,0.001,0.001,1393.214588266308,0.001,0.001,0.001,6226.338485663084,0.001,51.520270270270274,10.106382978723405,0.001,163.25201099137266,0.001,0.001,0.001,0.001,2375.0,405.5888813374333,0.001,94836.63793103448,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1154.78515625,0.001,5203.8974391297,50.1992376992377,0.001,0.001,0.001,0.001,5625.492725029482,0.001,26397.038738302945
week1,7125.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2083.333333333333,0.001,0.001,0.001,0.001,0.001,0.001,984.375,0.001,0.001,0.001,674.0850539434524,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,450.2683067949858,0.001,3899.274553571429,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,32786.07684576023,0.001,16691.90723764798,0.001,0.001,2171.0538185567802,0.001,0.001,2974.654037085409,0.001,34566.950781200285
week1,0.001,0.001,0.001,0.001,0.001,4371.09375,0.001,0.001,0.001,239419.6911023055,0.001,0.001,0.001,0.001,0.001,0.001,29.07630209069282,0.001,238.50842198581563,0.001,0.001,0.001,0.001,39.473684210526315,0.001,3562.5,0.001,0.001,0.001,0.001,0.001,1031.2079197054177,0.001,3812.5,2097.280757437008,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3602.120535714286,0.001,6782.9588236742675,0.001,10607.291666666666,2906.641942382545,0.001,0.001,2559.143974605905,0.001,75756.34490023016
week1,3562.5,0.001,43456.84602743381,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1148.4172080566436,0.001,0.001,0.001,0.001,164.2896719858156,0.001,1187.5,0.001,0.001,0.001,0.001,0.001,23453.10816165076,0.001,57604.15974988935,1316.1665839484965,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1076.902735496485,0.001,0.001,0.001,7125.0,409.20742630250083,0.001,0.001,30786.461529076205,0.001,55035.98710642684
week1,7125.0,0.001,34190.28859048737,0.001,3501.8756333901038,0.001,0.001,0.001,108.95061573888668,1740.0613132911392,0.001,0.001,0.001,0.001,0.001,0.001,608.9609872250643,0.001,6336.310170912909,0.001,0.001,0.001,0.001,10.106382978723405,0.001,0.001,1109.5800524934382,0.001,0.001,0.001,0.001,572.170814407724,0.001,541.6666666666666,30.75160981131963,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,221.5909090909091,0.001,0.001,0.001,7125.0,0.001,0.001,0.001,28405.396648057573,34904.08417928275,34712.004694505114
week1,21620.403624733397,0.001,19559.087789230238,0.001,0.001,4699.159471480899,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1732.421875,0.001,15585.12091049484,0.001,64914.17817500577,29419.521515392134,0.001,42.37868788003729,0.001,3590.686274509804,2175.0598495212043,0.001,0.001,0.001,16.18705035971223,1597.2410771828625,0.001,0.001,89.84375,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4629.8828125,0.001,0.001,90.0,0.001,0.001,0.001,0.001,22697.67202659729,53816.064161075585,2540.417860065467
week1,890.625,0.001,4902.124439506341,0.001,179.46493062209012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38896.01582293803,0.001,14035.951184633845,0.001,198479.3796334546,0.001,0.001,0.001,0.001,0.001,3993.528163580247,0.001,0.001,0.001,0.001,486.91325690811533,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,52.15845352564103,6007.8125,0.001,28.46927966101695,0.001,2716.831140350877,0.001,0.001,0.001,11475.330822813254,23343.11645541308,0.001
week1,7125.0,0.001,3263.494318181818,0.001,0.001,0.001,0.001,0.001,0.001,11.336750788643535,0.001,0.001,0.001,0.001,0.001,0.001,3349.491105420065,0.001,99.96253098767538,0.001,265462.96431635204,0.001,0.001,0.001,16229.820530064748,0.001,23085.708061203582,10296.623862134229,0.001,0.001,0.001,72.07139065287434,0.001,8663.774762857054,132.23684210526315,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78.6766966553102,0.001,0.001,0.001,0.001,0.001,278249.2124240891,0.001,0.001,2505.4394835475077,102.05785273578545,80.64516129032258
week1,2968.75,0.001,84.62410741292886,0.001,6524.479166666668,7464.319175551814,0.001,0.001,5.940082644628099,0.001,0.001,0.001,0.001,396.5773809523809,0.001,0.001,604.1666666666666,0.001,177.57038690224024,0.001,0.001,0.001,0.001,0.001,235.5769230769231,0.001,18251.684534777018,20124.331051632096,0.001,0.001,2383.408525652149,28.6931297009723,0.001,41904.296875,0.001,0.001,48.44798657718122,0.001,0.001,0.001,0.001,0.001,114.79556658691719,2687.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2056.5021278660333,4246.164772727273,0.001
week1,18413.749977345225,0.001,0.001,0.001,2321.110026041667,0.001,0.001,0.001,4193.189242160279,0.001,0.001,0.001,0.001,6498.2638888888905,0.001,0.001,0.001,0.001,0.001,0.001,259.65346351086015,0.001,287.5,0.001,33.22784810126582,0.001,151889.1647889078,3299.8121964791576,0.001,0.001,0.001,610.4604360658708,21404.173012349198,3700.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,33794.01041666667,0.001,0.001,39.473684210526315,0.001,3203.125,0.001,0.001,2702.5150884669483,509.5818014705882,0.001
