week,ajb9b3.csv,ajdqnf.csv,amsh7c.csv,anfz9.csv,bay6g7.csv,bpc42.csv,cjdk88.csv,ctkbn4.csv,dlokv6.csv,dsdxd8.csv,dtqb7d.csv,elnfhc.csv,habc8.csv,hemmb2.csv,hmnhx4.csv,hnldm2.csv,jac345.csv,jahq76.csv,jdf5g4.csv,jfk535.csv,jhgn9c.csv,jkn7fc.csv,jlgwxc.csv,jlkm94.csv,jmd5h8.csv,jrrgxf.csv,kab5zb.csv,kah89f.csv,kdcncc.csv,kedgm9.csv,krh5f5.csv,mdvw5.csv,mjpg95.csv,mmg9n6.csv,ms8m4.csv,mtf7w2.csv,mwwcn6.csv,ngtp8b.csv,nhm2p3.csv,njd5zf.csv,nm8c7.csv,oro26b.csv,pecxc9.csv,pnb79.csv,pt7td.csv,rrg3md.csv,tah5z2.csv,tcdzb7.csv,tjdpzd.csv,tlgdq9.csv,vvmmvd.csv,wahbf.csv,wgocnc.csv,zws2p8.csv
week1,0.001,0.001,13285.988965285704,0.001,197.53237862833492,2316.316489559134,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26281.618959476364,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,221.5909090909091,0.001,0.001,0.001,0.001,0.001,0.001,136.85411662206994,0.001,10749.430586534212,28817.824085181717,9.214743589743591,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1699.2252390749115,0.001,0.001,124.56053140896068,0.001,0.001,0.001,0.001,0.001,0.001,66.11842105263158
week1,0.001,0.001,9971.484375,0.001,0.001,3476.7795174158696,0.001,0.001,0.001,0.001,0.001,0.001,0.001,30830.149739965917,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3243.098958333333,0.001,0.001,0.001,0.001,0.001,0.001,8725.594277046483,0.001,3029.4446378913867,24484.299665440878,0.001,0.001,34.21431737588652,0.001,15.957446808510635,0.001,0.001,0.001,0.001,4128.90625,0.001,4887.429977133111,4701.361618724528,0.001,75322.50344738923,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,0.001,0.001,0.001,7280.3221177006335,0.001,0.001,0.001,0.001,0.001,0.001,0.001,676.1033626619443,0.001,0.001,4193.6601827824215,0.001,0.001,0.001,44.80652527527528,0.001,635.4166666666666,1470.129641137942,0.001,31.50085034013605,15.845070422535212,0.001,0.001,0.001,2375.0,0.001,3562.5,3412.1595742993663,171.08076735092862,0.001,29.336734693877553,0.001,32.543103448275865,0.001,0.001,0.001,0.001,4153.90625,0.001,2810.5728864449093,0.001,29.94791666666667,0.001,0.001,0.001,3822.0013535040666,0.001,66.82180851063829
week1,7069.84636028053,0.001,221.5909090909091,0.001,0.001,16500.876057522233,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2421.4743589743593,0.001,0.001,9080.929652021134,0.001,4465.435454302643,0.001,52.95138888888889,0.001,0.001,5122.212951071145,54.464285714285715,0.001,56.066176470588246,0.001,0.001,0.001,7378.527980525387,0.001,0.001,14561.518518307184,7.728494623655914,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21291.800518206364,0.001,3598.69058097301,0.001,56.066176470588246,59.5703125,0.001,0.001,1685.9229778328115,0.001,0.001
week1,3580.150462962963,0.001,0.001,0.001,0.001,188.62513354700852,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38.56382978723404,0.001,54.464285714285715,876.3226528856056,0.001,68.00732350910468,0.001,0.001,0.001,0.001,0.001,0.001,16.18705035971223,0.001,0.001,0.001,0.001,0.001,503.1944892447004,0.001,2853.6914184413918,635.4166666666666,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3833.426339285714,0.001,3593.460181451613,0.001,0.001,72048.07578341475,0.001,0.001,1726.4067199670224,0.001,66.82180851063829
week1,593.75,0.001,0.001,0.001,0.001,2623.521205357143,0.001,0.001,0.001,0.001,0.001,48.87820512820514,0.001,441.62660256410254,0.001,0.001,922.5801163420537,0.001,5269.0515350877195,0.001,0.001,0.001,0.001,0.001,11.388483965014574,0.001,51.520270270270274,0.001,0.001,0.001,59.5703125,688.1425422870084,0.001,7873.008578431371,55.28846153846153,0.001,0.001,0.001,5496.323529411765,0.001,0.001,0.001,0.001,1060.608138252369,0.001,6003.543139260913,0.001,7125.0,4754.6071462907175,0.001,0.001,2625.0,0.001,11.432926829268293
week1,7125.0,0.001,0.001,0.001,0.001,3292.3111143891238,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1554.6743476430975,0.001,62.20583621043679,0.001,0.001,0.001,0.001,4476.5625,0.001,0.001,0.001,0.001,0.001,0.001,0.001,379.75354420679145,0.001,4595.92013888889,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5169.800190809348,0.001,0.001,0.001,0.001,21679.601853729728,0.001,0.001,11842.039830081094,0.001,5777.923962320496
week1,3588.975694444445,0.001,0.001,0.001,0.001,6974.713010204082,0.001,0.001,0.001,7194.1662101239735,0.001,61.49193548387096,0.001,9512.090773809525,0.001,0.001,48.87820512820514,0.001,86.61309632054314,0.001,43.19718567251462,0.001,15.184859154929578,51.520270270270274,0.001,35372.1975122575,0.001,0.001,0.001,0.001,0.001,7810.5216340209045,0.001,6278.8216420534445,3.7048969072164954,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2146.4250399423267,0.001,2119.7997410022463,0.001,3591.3825757575764,17296.0612125829,0.001,0.001,0.001,0.001,28013.357037017
week1,51447.95243818682,0.001,0.001,0.001,1906.25,57.76515151515152,0.001,0.001,0.001,54.464285714285715,0.001,0.001,0.001,1040.5427631578948,0.001,0.001,1934.0489220718882,0.001,0.001,0.001,44302.822815215965,0.001,0.001,56.066176470588246,0.001,110596.62598440606,0.001,0.001,0.001,51.520270270270274,50.16447368421053,776.8403760135251,0.001,57458.793979501315,0.001,0.001,52.95138888888889,0.001,0.001,0.001,0.001,0.001,0.001,1577.6278572455435,0.001,1135.1996527777776,48.87820512820514,56.066176470588246,50.16447368421053,0.001,0.001,57.76515151515152,56.066176470588246,45779.212594770055
week1,51.520270270270274,0.001,0.001,0.001,0.001,2258.738691125659,0.001,0.001,0.001,2083.333333333333,0.001,0.001,0.001,0.001,0.001,0.001,1410.792713266308,0.001,0.001,0.001,2524.836197849996,0.001,51.520270270270274,10.106382978723405,0.001,39.52087362991619,0.001,0.001,0.001,0.001,2375.0,399.19604426778005,0.001,65597.93719211822,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28267.32089011592,0.001,10176.943605003054,51.520270270270274,0.001,4548.77699122089,0.001,0.001,4533.720729275948,0.001,30258.746074767525
week1,7125.0,0.001,0.001,0.001,0.001,4371.09375,0.001,0.001,0.001,239419.6911023055,0.001,0.001,0.001,0.001,0.001,0.001,29.07630209069282,0.001,238.50842198581563,0.001,0.001,0.001,0.001,39.473684210526315,0.001,3562.5,0.001,0.001,0.001,0.001,0.001,847.0857369335913,0.001,3072.265625,2475.0702422577424,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3602.120535714286,0.001,17327.629991837748,0.001,10607.291666666666,2195.7655153455107,0.001,0.001,2078.756498853876,0.001,79655.61206185922
week1,3562.5,0.001,46640.63304804219,0.001,0.001,0.001,0.001,0.001,108.95061573888668,3468.75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3606.818952906078,0.001,0.001,0.001,0.001,164.2896719858156,0.001,1187.5,0.001,0.001,0.001,0.001,0.001,18453.584922982518,0.001,49452.375023714674,1118.4649316762916,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1076.902735496485,0.001,0.001,0.001,7125.0,383.1247627081664,0.001,0.001,31532.000043695625,0.001,42504.9859466121
week1,14081.836296926758,0.001,27430.80585948784,0.001,3501.8756333901038,0.001,0.001,0.001,0.001,11.372626582278485,0.001,0.001,0.001,0.001,0.001,0.001,1017.4922191432228,0.001,14905.818168885733,0.001,70979.24591322086,29419.521515392134,0.001,34.31061165470881,0.001,3562.5,1718.4256507950186,0.001,0.001,0.001,0.001,1354.606002538388,0.001,0.001,9.214743589743591,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4122.780539772727,0.001,0.001,90.0,7125.0,0.001,0.001,0.001,7718.093583877563,35553.545247332615,26310.34638380493
week1,24232.86960397897,0.001,6825.016660456247,0.001,126.46163640846173,4699.159471480899,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38896.01582293803,0.001,11925.171409577431,0.001,183887.98696354247,0.001,0.001,0.001,0.001,3604.779411764706,11343.75,0.001,0.001,0.001,16.18705035971223,496.9259598766328,0.001,0.001,89.84375,0.001,0.001,0.001,0.001,0.001,0.001,0.001,52.15845352564103,4755.208333333333,0.001,28.46927966101695,0.001,2716.831140350877,0.001,0.001,0.001,20439.91951174472,47473.72641242061,0.001
week1,7125.0,0.001,9764.204545454546,0.001,245.71904838912567,11168.1640625,0.001,0.001,5.940082644628099,11.336750788643535,0.001,0.001,0.001,396.5773809523809,0.001,0.001,3177.9083279979777,0.001,99.96253098767538,0.001,254136.78923738023,0.001,0.001,0.001,16229.820530064748,0.001,18155.286704408212,10296.623862134229,0.001,0.001,0.001,72.07139065287434,0.001,8663.774762857054,132.23684210526315,0.001,0.001,0.001,0.001,0.001,0.001,0.001,111.8414104528489,2906.25,0.001,0.001,0.001,0.001,278249.2124240891,0.001,0.001,1957.7509686669268,2588.522004730678,80.64516129032258
week1,6546.875,0.001,84.62410741292886,0.001,3722.233072916666,4501.243265993266,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6498.2638888888905,0.001,0.001,0.001,0.001,177.57038690224024,0.001,259.65346351086015,0.001,287.5,0.001,134.40238558909442,0.001,96132.24342928737,20124.331051632096,0.001,0.001,2383.408525652149,645.7392051166385,2746.7188368658844,32353.22265625,0.001,0.001,48.44798657718122,0.001,0.001,0.001,0.001,0.001,83.84646988992965,49214.84375,0.001,0.001,39.473684210526315,0.001,0.001,0.001,0.001,2565.862573585395,509.5818014705882,0.001
week1,19588.53217564029,0.001,46937.48177459115,0.001,50.59004230816228,0.001,0.001,0.001,2948.744988892359,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,57.544038030753356,0.001,0.001,0.001,0.001,163328.2754097645,3299.8121964791576,0.001,0.001,0.001,68.28567564624518,15403.513828355082,0.001,16497.533950600933,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,14732.623106060608,0.001,0.001,0.001,0.001,3203.125,0.001,0.001,2315.88822391059,4300.307245979532,79.78723404255321
week1,0.001,0.001,11668.570748533071,0.001,0.001,919.7791332442067,0.001,0.001,883.9128631260318,0.001,0.001,0.001,0.001,2156.25,0.001,0.001,0.001,0.001,0.001,0.001,28.695436507936517,47.51026248843663,0.001,0.001,322.11538461538464,0.001,1078.125,0.001,0.001,0.001,0.001,24.340062111801238,4010.5510126669,4319.797576735796,6505.518571500535,0.001,0.001,0.001,5.5555555555555545,0.001,0.001,0.001,68.6930810767247,1222.7890776784975,0.001,0.001,0.001,0.001,0.001,0.001,0.001,255.952380952381,0.001,0.001
week1,0.001,0.001,15618.161357849758,0.001,0.001,10557.634354205404,0.001,0.001,29.37104996120355,7.43140243902439,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74.24375996224364,87.17697862259222,0.001,0.001,0.001,0.001,0.001,15.292553191489361,0.001,0.001,141178.77331420372,65.09797443041893,1025.3517479538637,328.0690674597567,18324.444604102788,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7125.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1169.4050118344326,79.78723404255321
week1,0.001,0.001,30096.3818423274,0.001,176.92503122264054,23.993161094224924,0.001,0.001,257.28395736629847,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16.043239533287576,35.22505534916882,0.001,0.001,0.001,11.355377906976745,3926.682692307693,0.001,0.001,0.001,16.130897317298793,92.51294792833149,0.001,0.001,11153.164059622652,0.001,0.001,0.001,4506.738678226626,0.001,0.001,0.001,0.001,2447.474292200855,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
week1,0.001,0.001,17866.373534655242,0.001,0.001,10.127977814148029,0.001,0.001,465.4612880514856,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16.904128672745692,0.001,0.001,101.08901515151516,0.001,2219.429347826087,0.001,0.001,0.001,14723.834111579636,69.7099766120754,0.001,6472.472050518924,22578.42990295545,0.001,0.001,0.001,3148.2429534313733,0.001,0.001,0.001,0.001,2097.518450559616,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2068.196151558644,79.78723404255321
week1,0.001,0.001,16066.172336841197,0.001,32.608695652173914,209.87698520943204,0.001,0.001,256.8045672378739,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,125.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73.50005249160134,410.1593080529926,2392.9356812169312,22267.133022459762,0.001,0.001,0.001,2289.201795228581,0.001,0.001,0.001,0.001,26570.96588584288,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2638.2093072373973,292.2972161766736,40.01524390243903
week1,0.001,0.001,223.0413732394366,0.001,955.2341954128833,22034.375,0.001,0.001,23.377777370528573,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,10.084971150378653,0.001,0.001,0.001,0.001,0.001,0.001,0.001,26590.85618111563,0.001,0.001,0.001,0.001,69.98121967151921,322.83317412154094,2519.050944715007,13049.888775803134,0.001,0.001,0.001,4881.190408945343,0.001,0.001,0.001,0.001,1941.0702145077146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,183683.0357142857,0.001,79.78723404255321
week1,0.001,0.001,7630.313478436094,0.001,187.02412381389652,4428.7516269350235,0.001,0.001,14278.167117276154,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5031.3215210833505,0.001,0.001,11.408730158730158,0.001,0.001,12.35601826608506,0.001,12785.708551514968,0.001,0.001,0.001,0.001,49.112249400339316,591.2236582332728,2165.8854166666665,7931.46477414461,0.001,0.001,0.001,3756.25,0.001,0.001,0.001,0.001,1000.2353608226452,0.001,0.001,20.032051282051285,0.001,0.001,0.001,0.001,12846.729920707989,71.75409226190476,0.001
week1,12186.197916666664,0.001,8550.177281298918,0.001,35.65100559073818,12347.717496010848,0.001,0.001,1562.2758249976125,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,52964.109347897655,0.001,0.001,44.659738540907014,0.001,0.001,29.08936883899233,0.001,0.001,0.001,0.001,0.001,0.001,599.2172289125008,27454.635970776195,1214.6739130434785,1710.1116516993939,0.001,0.001,0.001,914.5048630485652,118.58346394984324,0.001,0.001,23568.34002224627,2156.25,0.001,0.001,0.001,0.001,233645.83333333328,0.001,0.001,0.001,0.001,79.78723404255321
