,windows,doctets/duration
0,1360587600,12689.66528941651
1,1360587827,1968.4724372555413
2,1360588054,3646.205357142857
3,1360588281,119.21744036105738
4,1360588508,3926.682692307693
5,1360588735,0.001
6,1360588962,2282.165374373433
7,1360589189,2237.7485795454545
8,1360589416,2074.136800699301
9,1360589643,4253.90625
10,1360589870,1476.2888707037646
11,1360590097,0.001
12,1360590324,1424.7351317663815
13,1360590551,2078.512286324786
14,1360590778,4890.625
15,1360591005,28339.43220717901
16,1360591232,4408.653846153847
17,1360591459,0.001
18,1360591686,0.001
19,1360591913,0.001
20,1360592140,4890.625
21,1360592367,2085.2163461538466
22,1360592594,3130.859375
23,1360592821,14075.188617205476
24,1360593048,7930.362241010412
25,1360593275,20847.249738090777
26,1360593502,21626.799733735996
27,1360593729,11665.104166666666
28,1360593956,4890.625
29,1360594183,0.001
30,1360594410,221.5909090909091
31,1360594637,0.001
32,1360594864,0.001
33,1360595091,0.001
34,1360595318,0.001
35,1360595545,0.001
36,1360595772,0.001
37,1360595999,0.001
38,1360596226,0.001
39,1360596453,0.001
40,1360596680,0.001
41,1360596907,43456.846027433814
42,1360597134,34190.28859048737
43,1360597361,19559.087789230238
44,1360597588,4902.124439506341
45,1360597815,3263.494318181818
46,1360598042,84.62410741292886
47,1360598269,0.001
48,1360598496,46937.48177459115
49,1360598723,5440.278930324984
50,1360598950,13726.563253240558
51,1360599177,26383.126395089286
52,1360599404,27788.10696358636
53,1360599631,62.83244680851064
54,1360599858,19311.669815703044
55,1360600085,17189.685370100324
56,1360600312,421.875
57,1360600539,7934.674318365007
58,1360600766,2201.9953373418493
59,1360600993,9759.760512128767
60,1360601220,13221.966728790372
61,1360601447,180.77338830840594
62,1360601674,2460.5800653594774
63,1360601901,7211.012192688646
64,1360602128,39786.99291593369
65,1360602355,9617.75752192676
66,1360602582,9412.477103763926
67,1360602809,1870.145207014768
68,1360603036,5087.575954861111
69,1360603263,4268.415178571428
70,1360603490,3041.151556776557
71,1360603717,3926.682692307693
72,1360603944,2520.437858166189
73,1360604171,4890.625
74,1360604398,1707.517149390244
75,1360604625,646.9614148595198
76,1360604852,1636.9747150997152
77,1360605079,4640.625
78,1360605306,4089.3384342072286
79,1360605533,79.02719744109207
80,1360605760,0.001
81,1360605987,0.001
82,1360606214,0.001
83,1360606441,0.001
84,1360606668,0.001
85,1360606895,0.001
86,1360607122,0.001
87,1360607349,0.001
88,1360607576,0.001
89,1360607803,0.001
90,1360608030,0.001
91,1360608257,0.001
92,1360608484,0.001
93,1360608711,0.001
94,1360608938,0.001
95,1360609165,0.001
96,1360609392,0.001
97,1360609619,0.001
98,1360609846,0.001
99,1360610073,0.001
100,1360610300,0.001
101,1360610527,0.001
102,1360610754,0.001
103,1360610981,0.001
104,1360611208,0.001
105,1360611435,0.001
106,1360611662,0.001
107,1360611889,0.001
108,1360612116,0.001
109,1360612343,0.001
110,1360612570,0.001
111,1360612797,0.001
112,1360613024,0.001
113,1360613251,0.001
114,1360613478,0.001
115,1360613705,0.001
116,1360613932,0.001
117,1360614159,0.001
118,1360614386,0.001
119,1360614613,0.001
120,1360614840,0.001
121,1360615067,0.001
122,1360615294,0.001
123,1360615521,0.001
124,1360615748,0.001
125,1360615975,0.001
126,1360616202,0.001
127,1360616429,0.001
128,1360616656,0.001
129,1360616883,0.001
130,1360617110,0.001
131,1360617337,0.001
132,1360617564,0.001
133,1360617791,0.001
134,1360618018,0.001
135,1360618245,0.001
136,1360618472,0.001
137,1360618699,0.001
138,1360618926,0.001
139,1360619153,173.77813212595484
140,1360619380,162.17929309026007
141,1360619607,30.25793650793651
142,1360674000,10.106382978723405
143,1360674227,2139.2823756105004
144,1360674454,2139.260780775076
145,1360674681,4890.625
146,1360674908,0.001
147,1360675135,4890.625
148,1360675362,0.001
149,1360675589,0.001
150,1360675816,6639.789451714953
151,1360676043,16489.803407345542
152,1360676270,13550.925822890349
153,1360676497,26379.242269523762
154,1360676724,0.001
155,1360676951,2445.3125
156,1360677178,0.001
157,1360677405,203.125
158,1360677632,0.001
159,1360677859,0.001
160,1360678086,0.001
161,1360678313,0.001
162,1360678540,0.001
163,1360678767,0.001
164,1360678994,0.001
165,1360679221,0.001
166,1360679448,0.001
167,1360679675,0.001
168,1360679902,137.109375
169,1360680129,0.001
170,1360680356,0.001
171,1360680583,0.001
172,1360680810,4890.625
173,1360681037,71739.27035537561
174,1360681264,601.9696328941119
175,1360681491,0.001
176,1360681718,0.001
177,1360681945,0.001
178,1360682172,4890.625
179,1360682399,0.001
180,1360682626,0.001
181,1360682853,0.001
182,1360683080,0.001
183,1360683307,0.001
184,1360683534,4890.625
185,1360683761,3646.205357142857
186,1360683988,0.001
187,1360684215,0.001
188,1360684442,0.001
189,1360684669,0.001
190,1360684896,0.001
191,1360685123,0.001
192,1360685350,0.001
193,1360685577,0.001
194,1360685804,0.001
195,1360686031,0.001
196,1360686258,0.001
197,1360686485,0.001
198,1360686712,0.001
199,1360686939,0.001
200,1360687166,0.001
201,1360687393,0.001
202,1360687620,0.001
203,1360687847,4890.625
204,1360688074,0.001
205,1360688301,135.41666666666666
206,1360688528,3803.785577070088
207,1360688755,308.38675547960594
208,1360688982,3646.205357142857
209,1360689209,0.001
210,1360689436,2272.3214285714284
211,1360689663,4572.265625
212,1360689890,4890.625
213,1360690117,4640.625
214,1360690344,0.001
215,1360690571,4765.625
216,1360690798,0.001
217,1360691025,3926.682692307693
218,1360691252,3190.4296875
219,1360691479,4268.415178571428
220,1360691706,0.001
221,1360691933,3926.682692307693
222,1360692160,3646.205357142857
223,1360692387,620.1928049418076
224,1360692614,1553.6125886524824
225,1360692841,4765.625
226,1360693068,3926.682692307693
227,1360693295,0.001
228,1360693522,4765.625
229,1360693749,4640.625
230,1360693976,3088.8671875
231,1360694203,4849.339658219439
232,1360694430,3579.985119047619
233,1360694657,4268.415178571428
234,1360694884,4890.625
235,1360695111,3926.682692307693
236,1360695338,32041.362876057246
237,1360695565,249314.0556929764
238,1360695792,125093.84018580713
239,1360696019,285783.2590776377
240,1360696246,103420.91469693695
241,1360696473,65604.07480641098
242,1360696700,104616.28477868941
243,1360696927,267263.0921187834
244,1360697154,20163.778569195267
245,1360697381,4890.625
246,1360697608,3403.125
247,1360697835,53064.68376253871
248,1360698062,171773.33787093314
249,1360698289,512836.9966579453
250,1360698516,687248.125
251,1360698743,0.001
252,1360698970,0.001
253,1360699197,109002.05160811814
254,1360699424,732815.7754251376
255,1360699651,4268.415178571428
256,1360699878,986.2273822513183
257,1360700105,494.8541780323696
258,1360700332,3403.125
259,1360700559,3926.682692307693
260,1360700786,0.001
261,1360701013,3926.682692307693
262,1360701240,4408.653846153847
263,1360701467,4765.625
264,1360701694,103.40073529411765
265,1360701921,8404.437786764296
266,1360702148,18378.03980266518
267,1360702375,11895.847769625103
268,1360702602,4476.491477272728
269,1360702829,1966.7607990413844
270,1360703056,33298.706630049426
271,1360703283,46492.63518200775
272,1360703510,66605.28157209781
273,1360703737,104918.02973727495
274,1360703964,2291.186003989362
275,1360704191,0.001
276,1360704418,2387.887286324786
277,1360704645,312366.3139594188
278,1360704872,350900.86697997595
279,1360705099,254200.16763288408
280,1360705326,218046.4556183456
281,1360705553,94814.48241725015
282,1360705780,167670.51886792452
283,1360706007,3721.484375
284,1360760400,4890.625
285,1360760627,2807.8111645299145
286,1360760854,10.14957264957265
287,1360761081,1968.4161324786328
288,1360761308,1553.6413817663815
289,1360761535,0.001
290,1360761762,0.001
291,1360761989,4890.625
292,1360762216,3926.682692307693
293,1360762443,4890.625
294,1360762670,2397.7864583333335
295,1360762897,0.001
296,1360763124,3074.519230769231
297,1360763351,3129.4270833333335
298,1360763578,2085.2163461538466
299,1360763805,41813.802083333336
300,1360764032,3926.682692307693
301,1360764259,0.001
302,1360764486,4253.90625
303,1360764713,486.09539935623593
304,1360764940,1167.7360372340424
305,1360765167,0.001
306,1360765394,4253.90625
307,1360765621,6090.875702366028
308,1360765848,7110.4724096070695
309,1360766075,19924.566812364083
310,1360766302,25823.32407455931
311,1360766529,26266.990116191064
312,1360766756,21320.798039777055
313,1360766983,4890.625
314,1360767210,0.001
315,1360767437,135.41666666666666
316,1360767664,0.001
317,1360767891,0.001
318,1360768118,0.001
319,1360768345,0.001
320,1360768572,0.001
321,1360768799,0.001
322,1360769026,0.001
323,1360769253,0.001
324,1360769480,0.001
325,1360769707,0.001
326,1360769934,0.001
327,1360770161,121.74405991735537
328,1360770388,0.001
329,1360770615,0.001
330,1360770842,0.001
331,1360771069,0.001
332,1360771296,0.001
333,1360771523,0.001
334,1360771750,0.001
335,1360771977,0.001
336,1360772204,0.001
337,1360772431,0.001
338,1360772658,0.001
339,1360772885,0.001
340,1360773112,0.001
341,1360773339,0.001
342,1360773566,0.001
343,1360773793,0.001
344,1360774020,0.001
345,1360774247,0.001
346,1360774474,0.001
347,1360774701,18.07645736031828
348,1360774928,16.9342071935157
349,1360775155,0.001
350,1360775382,49.66162383715574
351,1360775609,0.001
352,1360775836,86242.16566721007
353,1360776063,226.44927536231884
354,1360776290,19.60802938196555
355,1360776517,0.001
356,1360776744,6086.531328914141
357,1360776971,4595.786689830111
358,1360777198,62.121212121212125
359,1360777425,14578.125
360,1360777652,2960.424611266237
361,1360777879,0.001
362,1360778106,4890.625
363,1360778333,93155.71966818643
364,1360778560,765.2859897060144
365,1360778787,67.81914893617022
366,1360779014,125.0
367,1360779241,0.001
368,1360779468,9724.21037513647
369,1360779695,1290.4786550117994
370,1360779922,64.372947454844
371,1360780149,3787.3651913722483
372,1360780376,1896.3448660714284
373,1360780603,4890.625
374,1360780830,2442.1875
375,1360781057,1769.2708333333335
376,1360781284,0.001
377,1360781511,141.30434782608694
378,1360781738,0.001
379,1360781965,0.001
380,1360782192,0.001
381,1360782419,0.001
382,1360782646,0.001
383,1360782873,0.001
384,1360783100,0.001
385,1360783327,0.001
386,1360783554,0.001
387,1360783781,15.845070422535212
388,1360784008,9286.164990014935
389,1360784235,7524.070740470334
390,1360784462,1318.3761993818098
391,1360784689,2682.0820901296784
392,1360784916,1191.0418514577905
393,1360785143,39.02351224646001
394,1360785370,0.001
395,1360785597,0.001
396,1360785824,0.001
397,1360786051,1933.8785169372902
398,1360786278,0.001
399,1360786505,6407.27112569984
400,1360786732,825.942107305042
401,1360786959,0.001
402,1360787186,65.57377049180329
403,1360787413,4765.625
404,1360787640,13251.102850541503
405,1360787867,29651.097192625173
406,1360788094,5611.607803126267
407,1360788321,13492.861960740684
408,1360788548,5581.794802031509
409,1360788775,2797.4950515602527
410,1360789002,4005.851468990407
411,1360789229,4687.868346167285
412,1360789456,0.001
413,1360789683,8344.441811391667
414,1360789910,2169.3910318180383
415,1360790137,547.1992564851001
416,1360790364,539.0625
417,1360790591,88463.96998586395
418,1360790818,3646.205357142857
419,1360791045,0.001
420,1360791272,888.4462143597278
421,1360791499,11646.137675702808
422,1360791726,4268.415178571428
423,1360791953,0.001
424,1360792180,4765.625
425,1360792407,4640.625
426,1360846800,0.001
427,1360847027,0.001
428,1360847254,0.001
429,1360847481,0.001
430,1360847708,4253.90625
431,1360847935,0.001
432,1360848162,0.001
433,1360848389,4890.625
434,1360848616,1315.6462159786631
435,1360848843,2175.243794326241
436,1360849070,719.1791263184215
437,1360849297,4890.625
438,1360849524,4890.625
439,1360849751,0.001
440,1360849978,4890.625
441,1360850205,3381.3100961538466
442,1360850432,3646.205357142857
443,1360850659,0.001
444,1360850886,4253.90625
445,1360851113,4572.265625
446,1360851340,4890.625
447,1360851567,492.6382211538461
448,1360851794,3926.682692307693
449,1360852021,3451.369539980511
450,1360852248,27676.82608431794
451,1360852475,69243.58273297732
452,1360852702,94168.9248323676
453,1360852929,304.2266748716217
454,1360853156,2661.433099160207
455,1360853383,0.001
456,1360853610,94.27282660978314
457,1360853837,0.001
458,1360854064,0.001
459,1360854291,0.001
460,1360854518,0.001
461,1360854745,0.001
462,1360854972,0.001
463,1360855199,0.001
464,1360855426,0.001
465,1360855653,0.001
466,1360855880,0.001
467,1360856107,0.001
468,1360856334,0.001
469,1360856561,0.001
470,1360856788,0.001
471,1360857015,0.001
472,1360857242,0.001
473,1360857469,0.001
474,1360857696,0.001
475,1360857923,543.7973484848485
476,1360858150,1301.7939814814815
477,1360858377,97.82608695652176
478,1360858604,4769.395616319444
479,1360858831,1665.75743200506
480,1360859058,79.16666666666666
481,1360859285,0.001
482,1360859512,21026.09985671658
483,1360859739,1949.5354205139631
484,1360859966,19319.723018047993
485,1360860193,454.64409722222223
486,1360860420,79.01785714285714
487,1360860647,0.001
488,1360860874,17.88422880116959
489,1360861101,16.843971631205672
490,1360861328,10.601898101898101
491,1360861555,14581.685635053327
492,1360861782,13719.315907111251
493,1360862009,8639.568814196546
494,1360862236,7799.065163315414
495,1360862463,6654.99380549371
496,1360862690,1333.535591181868
497,1360862917,1349.5995702550583
498,1360863144,1731.2213958810069
499,1360863371,43.86932012831293
500,1360863598,1994.5913461538464
501,1360863825,56.547619047619044
502,1360864052,3067.407852564103
503,1360864279,1101.7637851295638
504,1360864506,0.001
505,1360864733,2347.3011363636365
506,1360864960,38.135593220338976
507,1360865187,10580.769644390022
508,1360865414,10.972222222222221
509,1360865641,0.001
510,1360865868,606.8977017810207
511,1360866095,1353.3653846153848
512,1360866322,1991.615155677656
513,1360866549,4890.625
514,1360866776,46.1890243902439
515,1360867003,40066.07952472876
516,1360867230,23394.930925138447
517,1360867457,4765.625
518,1360867684,77.98611111111111
519,1360867911,34848.27427587844
520,1360868138,2019.5913461538464
521,1360868365,1459.794352322519
