Real First Packet,doctets/duration
1361556018.28,3554.6875
1361556015.265,608.9199029126213
1361556015.135,104.95283018867924
1361556023.9,22.4609375
1361556022.959,21.78030303030303
1361556024.274,16.826923076923077
1361556029.508,552.8846153846155
1361556031.463,16.826923076923077
1361556031.463,16.826923076923077
1361556031.463,24.725274725274723
1361556025.57,25.0
1361556025.57,25.0
1361556030.686,25.56818181818182
1361556031.454,24.725274725274723
1361556031.453,16.826923076923077
1361556031.457,16.826923076923077
1361556027.169,28.125
1361556025.551,17.20505617977528
1361556025.551,25.280898876404493
1361556026.993,19.140625
1361556026.993,19.140625
1361556026.993,19.140625
1361556026.993,27.777777777777775
1361556029.503,16.882183908045977
1361556029.567,34.5203488372093
1361556029.502,33.73579545454545
1361556026.92,19.140625
1361556026.918,29.296875
1361556030.488,7638.020833333333
1361556023.492,6304.6875
1361556024.252,12082.03125
1361556026.322,4516.644021739131
1361556024.338,6854.166666666667
1361556024.403,809.0701219512196
1361556025.1,2196.109693877551
1361556027.013,60182.291666666664
1361556027.013,21864.583333333332
1361556027.076,24439.453125
1361556027.712,11803.977272727274
1361556026.968,61132.8125
1361556026.968,44015.625
1361556027.031,9325.148809523811
1361556036.026,5.659448818897638
1361556037.68,5.445075757575758
1361556027.373,21502.97619047619
1361556029.188,8066.964285714286
1361556029.188,3863.28125
1361556029.185,1771.306818181818
1361556027.288,17207.03125
1361556027.837,1651.7857142857142
1361556028.723,1358.0729166666667
1361556033.229,25.7421875
1361556069.027,36.204268292682926
1361556070.265,32.62362637362637
1361556054.055,164.9804177545692
1361556058.927,153.99096385542168
1361556069.845,301604.1666666667
1361556069.784,63734.375
1361556095.958,23.93617021276596
1361556096.468,28.481012658227847
1361556096.389,19.631410256410255
1361556107.734,1961.226851851852
1361556107.798,1372.983870967742
1361556105.079,25.0
1361556105.206,12996.09375
1361556106.413,2671.09375
1361556101.676,24.193548387096772
1361556107.533,1576.388888888889
1361556107.787,3628.348214285714
1361556104.9,24.725274725274723
1361556106.346,3204.1015625
1361556106.346,3661.8303571428573
1361556106.346,3827.1484375
1361556083.658,70.75471698113208
1361556084.843,20.348837209302328
1361556083.938,37.86057692307692
1361556087.652,19.6685303514377
1361556089.262,19.77401129943503
1361556111.934,24.725274725274723
1361556107.836,23.4375
1361556108.088,24.193548387096772
1361556108.088,19.230769230769234
1361556108.406,17.805232558139537
1361556109.041,22.727272727272727
1361556112.396,241139.29521276595
1361556108.34,17.805232558139537
1361556095.345,2719.736842105263
1361556095.853,93933.59375
1361556095.453,1582.9741379310344
1361556100.8,9234.375
1361556100.13,33509.765625
1361556115.412,30.924479166666668
1361556115.412,18.229166666666668
1361556114.543,37.34756097560975
1361556115.3,18.01470588235294
1361556115.363,18.229166666666668
1361556114.75,25.201612903225804
1361556114.749,25.201612903225804
1361556114.876,25.755494505494504
1361556114.94,25.0
1361556115.131,25.56818181818182
1361556101.775,13088.541666666666
1361556100.48,2027.1568010075564
1361556101.24,18550.78125
1361556101.495,14908.854166666666
1361556104.617,111.91952926208651
1361556105.615,13084.375
1361556105.421,36148.4375
1361556105.548,29.503105590062113
1361556105.611,9941.40625
1361556106.059,64819.97282608695
1361556106.059,7960.049715909091
1361556105.527,2394.53125
1361556107.515,11752.604166666666
1361556107.515,1343.75
1361556107.642,553.3088235294118
1361556108.76,2833.3333333333335
1361556109.264,88.90625
1361556109.585,3462.1710526315787
1361556110.511,3208.3333333333335
1361556108.42,317.740987460815
1361556110.956,24.475524475524477
1361556114.294,74.1139846743295
1361556114.613,119.93408203125
1361556111.259,47.352941176470594
1361556111.449,81.56028368794327
1361556113.052,394.70541401273886
1361556113.811,582.9326923076923
1361556113.938,942.7083333333334
1361556130.051,28.481012658227847
1361556115.36,25.943396226415096
1361556112.014,37870.69575471698
1361556146.79,2156.25
1361556146.675,2156.25
1361556129.619,5152.34375
1361556141.383,80.4416403785489
1361556141.367,1921.875
1361556141.302,31.170483460559797
1361556141.618,53.57142857142857
1361556141.804,19.50636942675159
1361556143.46,4734.375
1361556143.718,16.990291262135923
1361556143.718,1921.875
1361556150.814,114.1826923076923
1361556149.09,2156.25
1361556159.678,4.7281323877068555
1361556130.058,107524.74581339714
1361556164.691,2640.625
1361556169.261,15.129682997118156
1361556169.578,23.809523809523807
1361556167.045,7.564841498559078
1361556182.902,3843.75
1361556183.154,8.440514469453376
1361556212.039,2156.25
1361556218.062,2156.25
1361556024.608,663.4807180851063
1361556101.499,3692.3849217062634
1361556195.26,18.115942028985508
1361556198.761,7.291666666666667
1361556201.353,16.78082191780822
1361556209.387,32.69230769230769
1361556232.15,19.382911392405063
1361556232.101,28.481012658227847
1361556104.968,2493.5517131979695
1361556222.866,37.709497206703915
1361556221.026,14.022435897435898
1361556221.66,1437.5
1361556221.785,1921.875
1361556222.968,57.62374161073826
1361556223.834,12.367491166077738
1361556224.574,1437.5
1361556247.574,11979.473039215685
1361556227.837,1921.875
1361556227.836,19.95114006514658
1361556240.873,8500.0
1361556244.667,1437.5
1361556247.124,15.981735159817351
1361556257.086,27.061855670103093
1361556256.751,49.49238578680203
1361556256.813,15.545685279187817
1361556023.929,494.92584220956155
1361556282.223,6437.5
1361556282.223,5718.75
1361556280.198,7156.25
1361556281.197,6437.5
1361556282.152,6437.5
1361556262.062,24843.75
1361556262.124,98695.3125
1361556294.719,3234.375
1361556083.832,831.0014871634314
1361556267.758,4.7281323877068555
1361556294.593,18.904320987654323
1361556294.592,27.4390243902439
1361556294.587,18.904320987654323
1361556294.582,18.904320987654323
1361556294.582,18.904320987654323
1361556295.158,25.56818181818182
1361556294.843,800.6524725274725
1361556300.443,5671.875
1361556293.645,31.922043010752688
1361556278.307,21.538461538461537
1361556280.96,2833.3333333333335
1361556281.849,3843.75
1361556306.437,21539.0625
1361556286.814,65.43624161073826
1361556285.735,37.05211726384365
1361556290.133,2241.1099137931037
1361556290.868,21.784232365145225
1361556293.445,11726.5625
1361556129.928,90565.24572649573
1361556293.206,7520.833333333333
1361556293.206,7939.732142857143
1361556293.206,5501.420454545454
1361556293.745,116597.65625
1361556293.809,1486.842105263158
1361556294.063,12761.71875
1361556294.127,11662.5
1361556294.127,5849.609375
1361556295.174,4542.96875
1361556294.143,68234.375
1361556296.623,7459.88475177305
1361556295.989,7809.075342465753
1361556297.785,418.9311594202899
1361556300.082,2955.5431547619046
1361556304.125,4.353233830845771
1361556306.142,394.33092948717945
1361556305.358,57369.658644400784
1361556322.777,117.71444281524927
1361556329.889,155.17241379310346
1361556331.775,44.56018518518518
1361556329.937,47.72727272727273
1361556330.127,90.65315315315316
1361556336.993,1304.6875
1361556355.535,48.78048780487805
1361556357.354,210.5571161048689
1361556386.014,366.07142857142856
1361556391.151,26.785714285714285
1361556387.27,27.4390243902439
1361556390.532,24.193548387096772
1361556385.916,79.93827160493827
1361556385.896,137.05583756345177
1361556386.155,40.90909090909091
1361556386.28,346.3541666666667
1361556386.343,40.48843187660668
1361556387.338,1437.5
1361556409.495,261.3636363636364
1361556410.494,2156.25
1361556409.494,287.5
1361556409.493,287.5
1361556409.492,326.7045454545455
1361556293.135,1362.0935098792536
1361556387.947,58.17307692307693
1361556391.527,16848.958333333332
1361556388.197,40.43416030534351
1361556398.626,543.6946902654868
1361556412.491,88.44339622641509
1361556412.603,26.827830188679247
1361556412.856,49.76303317535545
1361556413.595,27.061855670103093
1361556417.028,4015.625
1361556424.039,4.739336492890995
1361556428.405,26.013962765957448
1361556428.514,27.4869109947644
1361556440.139,86.33093525179856
1361556440.712,26.854219948849106
1361556440.818,50.06218905472637
1361556441.557,25.672371638141808
1361556391.014,71361.72443411479
1361556489.293,229.31985294117646
1361556489.41,4953.125
1361556468.33,7.211538461538462
1361556467.875,14.0
1361556468.0,24.0
1361556469.432,5.255255255255256
1361556491.617,28.125
1361556483.847,25.36231884057971
1361556484.054,23.798661800486617
1361556489.623,56925.0
1361556496.96,22.564594972067038
1361556537.667,10890.625
1361556088.697,617.6507004386585
1361556537.973,767.2697368421053
1361556527.582,4794.642857142857
1361556526.559,410.6284340659341
1361556528.125,18166.666666666668
1361556528.57,65.95477386934672
1361556528.35,33.779761904761905
1361556528.522,99.5575221238938
1361556529.347,38.28125
1361556529.791,37.121212121212125
1361556531.994,4.7281323877068555
1361556536.909,58.132530120481924
1361556537.078,4531.25
1361556571.841,2755.2083333333335
1361556533.148,19975.049955595026
1361556571.728,4953.125
1361556567.242,21781.25
1361556527.238,43991.601263399694
1361556548.429,562.458109919571
1361556558.595,85.60505319148936
1361556588.477,5223.4375
1361556588.963,4558.59375
1361556567.446,70.3125
1361556571.205,4132.8125
1361556571.489,1965.801886792453
1361556571.615,3773.4375
1361556592.865,877.840909090909
1361556592.929,24.456521739130437
1361556593.12,9056.25
1361556592.474,23.91581632653061
1361556591.198,40.22606382978723
1361556572.14,2156.25
1361556572.328,50.06487889273356
1361556572.454,603.7037037037037
1361556572.644,60.70574162679426
1361556571.938,2755.2083333333335
1361556571.938,960.803264604811
1361556572.377,32.01219512195122
1361556572.692,104.31654676258994
1361556572.819,31.25
1361556603.882,2514.1369047619046
1361556596.263,24.725274725274723
1361556599.46,10531.25
1361556594.241,22.97794117647059
1361556603.649,2203.7760416666665
1361556599.38,995.697463768116
1361556596.561,22.536057692307693
1361556596.56,30.05952380952381
1361556596.809,29.166666666666668
1361556593.74,16.46505376344086
1361556594.161,29.733009708737864
1361556607.982,143.22916666666666
1361556591.769,3721.3541666666665
1361556590.83,566.7119565217391
1361556588.616,124.14772727272727
1361556589.801,1996.1761603375528
1361556590.308,535.4456018518518
1361556593.902,24922.433035714286
1361556593.818,3137.019230769231
1361556594.324,2154.296875
1361556615.986,17.40056818181818
1361556615.468,15.786082474226804
1361556613.893,10269.808070866142
1361556614.215,7079.567307692308
1361556614.214,14326.130319148935
1361556614.786,5510.321100917431
1361556614.721,5864.583333333333
1361556614.785,14.310747663551401
1361556615.934,200.29761904761907
1361556615.164,555.2184466019418
1361556615.403,22.058823529411764
1361556617.316,348.4141791044776
1361556609.699,12.834821428571429
1361556613.853,4946.354166666667
1361556614.17,8103.019067796611
1361556595.933,12844.350961538461
1361556599.697,4679.6875
1361556597.722,114.31760204081633
1361556600.3,93.44660194174757
1361556600.49,121125.0
1361556600.616,159.42028985507244
1361556600.806,48.48866498740554
1361556601.539,40.747549019607845
1361556603.8,282.15843023255815
1361556600.4,42218.75
1361556616.155,11.029411764705882
1361556616.794,14.481707317073171
1361556617.114,18.812189054726367
1361556616.794,14.481707317073171
1361556617.113,11.904761904761903
1361556621.975,16.861510791366907
1361556615.443,13.744212962962964
1361556616.146,17.03265765765766
1361556617.045,15.146683673469386
1361556617.105,11.904761904761903
1361556617.999,15.79122340425532
1361556621.957,16.861510791366907
1361556612.97,8.687258687258687
1361556613.394,10.190217391304348
1361556613.709,14.404296875
1361556621.712,11.016187050359711
1361556615.463,15.940656565656564
1361556623.653,159.7222222222222
1361556613.341,10.874542124542124
1361556621.659,11.016187050359711
1361556614.782,18.629807692307693
1361556607.843,522.0170454545454
1361556607.708,406.25
1361556631.26,89.84375
1361556631.26,89.84375
1361556631.26,89.84375
1361556631.26,89.84375
1361556631.898,34.22619047619048
1361556632.282,65.3409090909091
1361556632.282,65.3409090909091
1361556632.282,65.3409090909091
1361556618.008,1546.0795454545455
1361556618.008,1937.609649122807
1361556618.007,2643.5227272727275
1361556621.974,1490.6390765765766
1361556622.038,1397.7004716981132
1361556622.037,1742.153384279476
1361556622.037,1506.140829694323
1361556622.037,1576.6509433962265
1361556631.251,56.74342105263158
1361556631.507,44.921875
1361556632.277,65.3409090909091
1361556632.277,65.3409090909091
1361556617.999,1069.431818181818
1361556617.998,1168.2778776978419
1361556621.957,1663.4510869565217
1361556621.956,1440.2326233183858
1361556621.956,16.73119469026549
1361556621.956,1373.31279342723
1361556622.02,1399.7511061946902
1361556621.956,1410.2102534562214
1361556621.956,1382.0422535211267
1361556621.956,1342.674885321101
1361556622.02,1526.7541273584907
1361556630.275,28.621495327102803
1361556630.339,28.891509433962266
1361556596.26,5902.777777777777
1361556628.131,11.342592592592593
1361556631.267,72.91666666666667
1361556631.454,887.5269396551723
1361556629.147,18.907563025210084
1361556621.653,20.362903225806452
1361556630.034,30.348557692307693
1361556630.034,1669.4711538461538
1361556630.034,37.25961538461539
1361556630.034,21.033653846153847
1361556630.097,21.634615384615383
1361556630.097,13.95631067961165
1361556630.735,19.425675675675674
1361556631.921,42.279411764705884
1361556631.921,62.5
1361556628.018,16.666666666666668
1361556631.34,506.48584905660374
1361556621.577,16.99561403508772
1361556621.639,14.61038961038961
1361556629.949,21.428571428571427
1361556630.016,47.906839622641506
1361556629.952,30.348557692307693
1361556629.952,42.93224299065421
1361556629.951,186.1413043478261
1361556630.079,220.19675925925927
1361556630.015,13.95631067961165
1361556630.015,1650.0563063063064
1361556630.653,19.60227272727273
1361556615.402,183.33899456521738
1361556613.69,3018.75
1361556614.39,9450.049212598426
1361556613.043,2633.680555555555
1361556615.732,5951.704545454546
1361556616.938,3109.375
1361556618.268,2708.079268292683
1361556618.268,1513.3848566308243
1361556618.268,1690.768494897959
1361556618.268,1937.6136363636363
1361556618.268,1841.5612840466927
1361556618.268,1733.8068181818182
1361556618.268,1683.7026892430279
1361556618.268,2260.4895104895104
1361556618.267,5387.993421052632
1361556618.267,1774.0330717488791
1361556618.267,4173.137626262626
1361556618.267,1390.0568181818182
1361556618.267,2132.0957568807344
1361556618.267,2823.0229591836733
1361556618.267,1753.2665505226482
1361556618.267,1762.6748251748252
1361556618.267,1896.5863453815261
1361556618.267,2070.4976303317535
1361556616.897,9729.779411764706
1361556618.234,2118.2291666666665
1361556618.234,2648.3683628318586
1361556618.234,1545.6008583690987
1361556618.234,1456.5245815899582
1361556618.234,2319.9658703071673
1361556618.234,2360.9913793103447
1361556618.225,1648.5795454545455
1361556618.225,1344.3181818181818
1361556618.225,1969.0812720848057
1361556618.225,3924.0888964577657
1361556618.224,2356.5486348122868
1361556618.224,1348.5054347826087
1361556618.224,1322.8759765625
1361556618.224,1352.8977272727273
1361556618.224,2555.6640625
1361556618.224,1539.6205357142858
1361556618.224,1631.866349480969
1361556618.224,1900.7386363636363
1361556618.224,5035.112359550561
1361556618.224,2382.440476190476
1361556622.236,2257.987668161435
1361556622.236,1815.493574766355
1361556622.236,1996.5522300469484
1361556622.236,1863.7030516431926
1361556622.236,1600.0586854460096
1361556622.236,1386.6758241758241
1361556622.236,1368.3488175675675
1361556622.236,1418.7213302752293
1361556622.236,1348.2654816513761
1361556622.236,1929.51692139738
1361556622.236,1344.8275862068965
1361556622.236,1815.8079954954956
1361556622.236,1485.1388888888887
1361556622.236,1426.4583333333335
1361556622.299,1661.8566176470588
1361556622.299,1844.2339601769913
1361556622.299,1719.9944690265488
1361556622.299,1579.1396103896104
1361556622.235,1596.7708333333333
1361556622.235,1739.6875
1361556622.299,1553.90625
1361556622.363,1801.9845971563982
1361556622.298,1407.6052295918366
1361556622.298,1259.9031690140846
1361556622.203,1748.0978260869567
1361556622.203,1866.637323943662
1361556622.203,1428.5714285714287
1361556622.203,1432.3803191489362
1361556622.203,1628.8716814159293
1361556622.267,1634.1765873015872
1361556622.203,2351.5625
1361556622.267,1594.8882450331125
1361556622.267,1530.9359296482412
1361556622.267,1505.6891025641025
1361556622.331,1135.1052989130435
1361556622.331,1634.4891552511415
1361556622.203,1905.663145539906
1361556622.203,1882.262323943662
1361556622.203,1567.2123015873017
1361556622.202,1673.8013698630136
1361556622.202,1415.625
1361556622.202,1625.75
1361556622.202,1569.3014705882354
1361556622.257,1509.4246031746034
1361556622.257,1321.9046208530804
1361556622.256,1532.2859116022098
1361556622.256,1546.5407754010696
1361556638.808,50.66747572815534
1361556641.263,311.1413043478261
1361556639.916,178.57142857142858
1361556639.916,36.556603773584904
1361556639.148,23.93617021276596
1361556639.338,33.46238938053098
1361556636.009,25.953389830508474
1361556636.009,30.741869918699187
1361556639.337,1039.0625
1361556639.272,24.4140625
1361556640.296,3293.9453125
1361556639.271,1264.2663043478262
1361556639.335,4518.75
1361556640.548,715.0493421052631
1361556631.459,306.86475409836066
1361556631.458,76.07581967213115
1361556641.248,317.2554347826087
1361556636.831,1306.5286624203823
1361556641.374,83.26740506329114
1361556642.12,2785.342261904762
1361556642.818,976.7287234042553
1361556634.306,17.490671641791042
1361556634.879,1188.1009615384614
1361556635.386,13.20043103448276
1361556635.45,13.315217391304348
1361556638.521,32.880434782608695
1361556638.521,22.058823529411764
1361556638.521,3800.78125
1361556639.863,2670.441513761468
1361556639.862,8349.21875
1361556639.094,584.1346153846155
1361556635.956,14.310747663551401
1361556635.956,30.741869918699187
1361556640.097,15.141752577319588
1361556639.264,226.83189655172416
1361556639.2,843.75
1361556640.349,75.96982758620689
1361556640.349,47.8515625
1361556640.349,4736.979166666667
1361556640.412,1376.5625
1361556640.476,2464.488636363636
1361556631.387,11142.793062200957
1361556631.386,48.682851239669425
1361556641.112,416.6666666666667
1361556641.111,257.8125
1361556641.111,274.0885416666667
1361556642.065,795.774647887324
1361556642.065,3670.4545454545455
1361556633.998,17.107664233576642
1361556642.743,1483.8709677419356
1361556643.124,382.8125
1361556634.803,12.348790322580644
1361556638.447,26.40086206896552
